round,command,damage,player_hp,boss_hp,winner,note
9,end,0,3,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,8,20,42,,hit
6,fight,0,20,42,,miss
7,fight,20,10,22,,hit+counter
8,poison,2,8,22,,1 turns left
8,defend,0,8,22,,cleared 1 poison
9,fight,19,0,3,,hit+counter
10,end,0,0,3,Dragon,

1,fight,3,20,47,,hit
2,fight,3,20,44,,hit
3,fight,13,9,31,,hit+counter
4,fight,7,9,24,,hit
5,fight,0,9,24,,miss
6,fight,0,9,24,,miss
7,fight,0,9,24,,miss
8,fight,0,9,24,,miss
9,fight,0,9,24,,miss
10,fight,8,9,16,,hit
11,fight,0,9,16,,miss
12,fight,14,0,2,,hit+counter
13,end,0,0,2,Dragon,

1,fight,0,20,50,,miss
2,fight,18,10,32,,hit+counter
3,poison,2,8,32,,1 turns left
3,defend,0,8,32,,cleared 1 poison
4,fight,2,8,30,,hit
5,fight,5,8,25,,hit
6,fight,5,8,20,,hit
7,fight,0,8,20,,miss
8,fight,17,0,3,,hit+counter
9,end,0,0,3,Dragon,

1,fight,6,20,44,,hit
2,fight,8,20,36,,hit
3,fight,3,20,33,,hit
4,fight,0,20,33,,miss
5,fight,0,20,33,,miss
6,fight,0,20,33,,miss
7,fight,5,20,28,,hit
8,fight,0,20,28,,miss
9,fight,18,12,10,,hit+counter
10,poison,2,10,10,,1 turns left
10,defend,0,10,10,,cleared 1 poison
11,fight,18,10,0,,hit
12,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,4,20,46,,hit
4,fight,0,20,46,,miss
5,fight,0,20,46,,miss
6,fight,19,10,27,,hit+counter
7,poison,2,8,27,,1 turns left
7,defend,0,8,27,,cleared 1 poison
8,fight,0,8,27,,miss
9,fight,17,0,10,,hit+counter
10,end,0,0,10,Dragon,

1,fight,9,20,41,,hit
2,fight,2,20,39,,hit
3,fight,6,20,33,,hit
4,fight,18,8,15,,hit+counter
5,fight,0,8,15,,miss
6,fight,0,8,15,,miss
7,fight,17,8,0,,hit
8,end,0,8,0,player,

1,fight,7,20,43,,hit
2,fight,0,20,43,,miss
3,fight,0,20,43,,miss
4,fight,0,20,43,,miss
5,fight,16,8,27,,hit+counter
6,poison,2,6,27,,1 turns left
6,defend,0,6,27,,cleared 1 poison
7,fight,4,6,23,,hit
8,fight,0,6,23,,miss
9,fight,0,6,23,,miss
10,fight,4,6,19,,hit
11,fight,16,0,3,,hit+counter
12,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,13,8,37,,hit+counter
3,fight,12,8,25,,hit
4,fight,0,8,25,,miss
5,fight,0,8,25,,miss
6,fight,18,0,7,,hit+counter
7,end,0,0,7,Dragon,

1,fight,18,11,32,,hit+counter
2,fight,19,2,13,,hit+counter
3,fight,18,2,0,,hit
4,end,0,2,0,player,

1,fight,5,20,45,,hit
2,fight,10,20,35,,hit
3,fight,9,20,26,,hit
4,fight,1,20,25,,hit
5,fight,11,20,14,,hit
6,fight,8,20,6,,hit
7,fight,2,20,4,,hit
8,fight,16,20,0,,hit
9,end,0,20,0,player,

1,fight,2,20,48,,hit
2,fight,20,8,28,,hit+counter
3,poison,2,6,28,,1 turns left
3,defend,0,6,28,,cleared 1 poison
4,fight,0,6,28,,miss
5,fight,11,6,17,,hit
6,fight,16,0,1,,hit+counter
7,end,0,0,1,Dragon,

1,fight,0,20,50,,miss
2,fight,13,11,37,,hit+counter
3,poison,2,9,37,,1 turns left
3,defend,0,9,37,,cleared 1 poison
4,fight,0,9,37,,miss
5,fight,12,9,25,,hit
6,fight,0,9,25,,miss
7,fight,0,9,25,,miss
8,fight,0,9,25,,miss
9,fight,14,0,11,,hit+counter
10,end,0,0,11,Dragon,

1,fight,16,12,34,,hit+counter
2,fight,0,12,34,,miss
3,fight,0,12,34,,miss
4,fight,18,2,16,,hit+counter
5,poison,2,0,16,,1 turns left
5,end,0,0,16,Dragon,

1,fight,15,9,35,,hit+counter
2,poison,2,7,35,,1 turns left
2,defend,0,7,35,,cleared 1 poison
3,fight,1,7,34,,hit
4,fight,0,7,34,,miss
5,fight,17,0,17,,hit+counter
6,end,0,0,17,Dragon,

1,fight,4,20,46,,hit
2,fight,0,20,46,,miss
3,fight,11,20,35,,hit
4,fight,20,11,15,,hit+counter
5,poison,2,9,15,,1 turns left
5,defend,0,9,15,,cleared 1 poison
6,fight,4,9,11,,hit
7,fight,2,9,9,,hit
8,fight,16,9,0,,hit
9,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,9,20,41,,hit
5,fight,15,10,26,,hit+counter
6,poison,2,8,26,,1 turns left
6,defend,0,8,26,,cleared 1 poison
7,fight,5,8,21,,hit
8,fight,5,8,16,,hit
9,fight,13,0,3,,hit+counter
10,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,1,20,49,,hit
3,fight,17,8,32,,hit+counter
4,poison,2,6,32,,1 turns left
4,defend,0,6,32,,cleared 1 poison
5,fight,6,6,26,,hit
6,fight,0,6,26,,miss
7,fight,7,6,19,,hit
8,fight,0,6,19,,miss
9,fight,7,6,12,,hit
10,fight,15,6,0,,hit
11,end,0,6,0,player,

1,fight,15,13,35,,hit+counter
2,fight,3,13,32,,hit
3,fight,16,1,16,,hit+counter
4,fight,0,1,16,,miss
5,fight,0,1,16,,miss
6,fight,16,1,0,,hit
7,end,0,1,0,player,

1,fight,18,13,32,,hit+counter
2,poison,2,11,32,,1 turns left
2,defend,0,11,32,,cleared 1 poison
3,fight,6,11,26,,hit
4,fight,0,11,26,,miss
5,fight,15,0,11,,hit+counter
6,end,0,0,11,Dragon,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,12,20,23,,hit
4,fight,6,20,17,,hit
5,fight,0,20,17,,miss
6,fight,8,20,9,,hit
7,fight,15,20,0,,hit
8,end,0,20,0,player,

1,fight,22,14,13,,hit+counter
2,poison,2,12,13,,1 turns left
2,defend,0,12,13,,cleared 1 poison
3,fight,0,12,13,,miss
4,fight,20,12,0,,hit
5,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,25,11,10,,hit+counter
4,poison,2,9,10,,1 turns left
4,defend,0,9,10,,cleared 1 poison
5,fight,17,9,0,,hit
6,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,19,13,16,,hit+counter
5,poison,2,11,16,,1 turns left
5,defend,0,11,16,,cleared 1 poison
6,fight,0,11,16,,miss
7,fight,12,11,4,,hit
8,fight,0,11,4,,miss
9,fight,19,11,0,,hit
10,end,0,11,0,player,

1,fight,18,11,17,,hit+counter
2,fight,22,11,0,,hit
3,end,0,11,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,7,20,28,,hit
4,fight,0,20,28,,miss
5,fight,12,20,16,,hit
6,fight,0,20,16,,miss
7,fight,0,20,16,,miss
8,fight,0,20,16,,miss
9,fight,16,20,0,,hit
10,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,20,14,15,,hit+counter
4,poison,2,12,15,,1 turns left
4,defend,0,12,15,,cleared 1 poison
5,fight,0,12,15,,miss
6,fight,0,12,15,,miss
7,fight,14,4,1,,hit+counter
8,fight,0,4,1,,miss
9,fight,15,4,0,,hit
10,end,0,4,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,11,20,24,,hit
5,fight,0,20,24,,miss
6,fight,19,13,5,,hit+counter
7,poison,2,11,5,,1 turns left
7,defend,0,11,5,,cleared 1 poison
8,fight,6,11,0,,hit
9,end,0,11,0,player,

1,fight,10,20,25,,hit
2,fight,0,20,25,,miss
3,fight,11,20,14,,hit
4,fight,0,20,14,,miss
5,fight,0,20,14,,miss
6,fight,0,20,14,,miss
7,fight,0,20,14,,miss
8,fight,18,20,0,,hit
9,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,21,15,14,,hit+counter
3,poison,2,13,14,,1 turns left
3,defend,0,13,14,,cleared 1 poison
4,fight,0,13,14,,miss
5,fight,22,13,0,,hit
6,end,0,13,0,player,

1,fight,18,11,17,,hit+counter
2,poison,2,9,17,,1 turns left
2,defend,0,9,17,,cleared 1 poison
3,fight,12,9,5,,hit
4,fight,6,9,0,,hit
5,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,20,11,15,,hit+counter
3,poison,2,9,15,,1 turns left
3,defend,0,9,15,,cleared 1 poison
4,fight,11,9,4,,hit
5,fight,7,9,0,,hit
6,end,0,9,0,player,

1,fight,22,12,13,,hit+counter
2,poison,2,10,13,,1 turns left
2,defend,0,10,13,,cleared 1 poison
3,fight,12,10,1,,hit
4,fight,7,10,0,,hit
5,end,0,10,0,player,

1,fight,12,20,23,,hit
2,fight,7,20,16,,hit
3,fight,0,20,16,,miss
4,fight,17,20,0,,hit
5,end,0,20,0,player,

1,fight,8,20,27,,hit
2,fight,18,16,9,,hit+counter
3,fight,17,16,0,,hit
4,end,0,16,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,6,20,29,,hit
4,fight,14,14,15,,hit+counter
5,fight,17,14,0,,hit
6,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,18,13,17,,hit+counter
3,poison,2,11,17,,1 turns left
3,defend,0,11,17,,cleared 1 poison
4,fight,14,7,3,,hit+counter
5,poison,2,5,3,,1 turns left
5,defend,0,5,3,,cleared 1 poison
6,fight,0,5,3,,miss
7,fight,12,5,0,,hit
8,end,0,5,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,15,14,20,,hit+counter
4,poison,2,12,20,,1 turns left
4,defend,0,12,20,,cleared 1 poison
5,fight,19,8,1,,hit+counter
6,poison,2,6,1,,1 turns left
6,defend,0,6,1,,cleared 1 poison
7,fight,17,6,0,,hit
8,end,0,6,0,player,

1,fight,18,16,17,,hit+counter
2,poison,2,14,17,,1 turns left
2,defend,0,14,17,,cleared 1 poison
3,fight,0,14,17,,miss
4,fight,0,14,17,,miss
5,fight,22,14,0,,hit
6,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,24,14,11,,hit+counter
5,poison,2,12,11,,1 turns left
5,defend,0,12,11,,cleared 1 poison
6,fight,0,12,11,,miss
7,fight,13,12,0,,hit
8,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,9,20,26,,hit
6,fight,0,20,26,,miss
7,fight,0,20,26,,miss
8,fight,0,20,26,,miss
9,fight,20,13,6,,hit+counter
10,fight,17,13,0,,hit
11,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,7,20,28,,hit
4,fight,11,20,17,,hit
5,fight,22,20,0,,hit
6,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,16,11,19,,hit+counter
3,poison,2,9,19,,1 turns left
3,defend,0,9,19,,cleared 1 poison
4,fight,0,9,19,,miss
5,fight,17,0,2,,hit+counter
6,end,0,0,2,Slime King,

1,fight,0,20,35,,miss
2,fight,11,20,24,,hit
3,fight,0,20,24,,miss
4,fight,0,20,24,,miss
5,fight,0,20,24,,miss
6,fight,0,20,24,,miss
7,fight,24,20,0,,hit
8,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,23,14,12,,hit+counter
3,fight,6,14,6,,hit
4,fight,0,14,6,,miss
5,fight,7,14,0,,hit
6,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,23,16,12,,hit+counter
5,fight,7,16,5,,hit
6,fight,7,16,0,,hit
7,end,0,16,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,7,20,28,,hit
4,fight,0,20,28,,miss
5,fight,0,20,28,,miss
6,fight,0,20,28,,miss
7,fight,11,20,17,,hit
8,fight,0,20,17,,miss
9,fight,20,20,0,,hit
10,end,0,20,0,player,

1,fight,13,16,22,,hit+counter
2,fight,9,16,13,,hit
3,fight,0,16,13,,miss
4,fight,21,16,0,,hit
5,end,0,16,0,player,

1,fight,0,20,35,,miss
2,fight,18,15,17,,hit+counter
3,poison,2,13,17,,1 turns left
3,defend,0,13,17,,cleared 1 poison
4,fight,17,13,0,,hit
5,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,11,20,24,,hit
3,fight,0,20,24,,miss
4,fight,0,20,24,,miss
5,fight,24,20,0,,hit
6,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,15,14,20,,hit+counter
3,fight,0,14,20,,miss
4,fight,11,14,9,,hit
5,fight,0,14,9,,miss
6,fight,0,14,9,,miss
7,fight,0,14,9,,miss
8,fight,19,14,0,,hit
9,end,0,14,0,player,

1,fight,14,15,21,,hit+counter
2,poison,2,13,21,,1 turns left
2,defend,0,13,21,,cleared 1 poison
3,fight,0,13,21,,miss
4,fight,0,13,21,,miss
5,fight,0,13,21,,miss
6,fight,0,13,21,,miss
7,fight,20,5,1,,hit+counter
8,fight,16,5,0,,hit
9,end,0,5,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,23,12,12,,hit+counter
5,poison,2,10,12,,1 turns left
5,defend,0,10,12,,cleared 1 poison
6,fight,0,10,12,,miss
7,fight,23,10,0,,hit
8,end,0,10,0,player,

1,fight,18,12,17,,hit+counter
2,fight,19,12,0,,hit
3,end,0,12,0,player,

1,fight,17,11,18,,hit+counter
2,poison,2,9,18,,1 turns left
2,defend,0,9,18,,cleared 1 poison
3,fight,14,3,4,,hit+counter
4,poison,2,1,4,,1 turns left
4,defend,0,1,4,,cleared 1 poison
5,fight,0,1,4,,miss
6,fight,0,1,4,,miss
7,fight,0,1,4,,miss
8,fight,0,1,4,,miss
9,fight,0,1,4,,miss
10,fight,0,1,4,,miss
11,fight,16,1,0,,hit
12,end,0,1,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,17,14,18,,hit+counter
5,poison,2,12,18,,1 turns left
5,defend,0,12,18,,cleared 1 poison
6,fight,16,5,2,,hit+counter
7,poison,2,3,2,,1 turns left
7,defend,0,3,2,,cleared 1 poison
8,fight,0,3,2,,miss
9,fight,0,3,2,,miss
10,fight,0,3,2,,miss
11,fight,22,3,0,,hit
12,end,0,3,0,player,

1,fight,0,20,35,,miss
2,fight,9,20,26,,hit
3,fight,0,20,26,,miss
4,fight,8,20,18,,hit
5,fight,11,20,7,,hit
6,fight,18,20,0,,hit
7,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,6,20,29,,hit
3,fight,14,11,15,,hit+counter
4,poison,2,9,15,,1 turns left
4,defend,0,9,15,,cleared 1 poison
5,fight,25,9,0,,hit
6,end,0,9,0,player,

1,fight,16,11,19,,hit+counter
2,poison,2,9,19,,1 turns left
2,defend,0,9,19,,cleared 1 poison
3,fight,0,9,19,,miss
4,fight,0,9,19,,miss
5,fight,0,9,19,,miss
6,fight,9,9,10,,hit
7,fight,22,9,0,,hit
8,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,8,20,27,,hit
3,fight,16,16,11,,hit+counter
4,fight,0,16,11,,miss
5,fight,0,16,11,,miss
6,fight,25,16,0,,hit
7,end,0,16,0,player,

1,fight,21,15,14,,hit+counter
2,fight,13,9,1,,hit+counter
3,fight,0,9,1,,miss
4,fight,24,9,0,,hit
5,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,16,15,19,,hit+counter
3,poison,2,13,19,,1 turns left
3,defend,0,13,19,,cleared 1 poison
4,fight,0,13,19,,miss
5,fight,21,13,0,,hit
6,end,0,13,0,player,

1,fight,16,14,19,,hit+counter
2,poison,2,12,19,,1 turns left
2,defend,0,12,19,,cleared 1 poison
3,fight,21,12,0,,hit
4,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,0,20,35,,miss
6,fight,0,20,35,,miss
7,fight,16,15,19,,hit+counter
8,poison,2,13,19,,1 turns left
8,defend,0,13,19,,cleared 1 poison
9,fight,0,13,19,,miss
10,fight,11,13,8,,hit
11,fight,15,13,0,,hit
12,end,0,13,0,player,

1,fight,17,11,18,,hit+counter
2,fight,20,11,0,,hit
3,end,0,11,0,player,

1,fight,24,12,11,,hit+counter
2,fight,0,12,11,,miss
3,fight,22,12,0,,hit
4,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,10,20,25,,hit
6,fight,0,20,25,,miss
7,fight,6,20,19,,hit
8,fight,0,20,19,,miss
9,fight,14,14,5,,hit+counter
10,poison,2,12,5,,1 turns left
10,defend,0,12,5,,cleared 1 poison
11,fight,21,12,0,,hit
12,end,0,12,0,player,

1,fight,0,20,35,,miss
2,fight,25,13,10,,hit+counter
3,fight,0,13,10,,miss
4,fight,0,13,10,,miss
5,fight,20,13,0,,hit
6,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,18,15,17,,hit+counter
4,fight,0,15,17,,miss
5,fight,0,15,17,,miss
6,fight,0,15,17,,miss
7,fight,9,15,8,,hit
8,fight,0,15,8,,miss
9,fight,8,15,0,,hit
10,end,0,15,0,player,

1,fight,0,20,35,,miss
2,fight,24,11,11,,hit+counter
3,poison,2,9,11,,1 turns left
3,defend,0,9,11,,cleared 1 poison
4,fight,13,9,0,,hit
5,end,0,9,0,player,

1,fight,19,16,16,,hit+counter
2,poison,2,14,16,,1 turns left
2,defend,0,14,16,,cleared 1 poison
3,fight,17,14,0,,hit
4,end,0,14,0,player,

1,fight,0,20,35,,miss
2,fight,8,20,27,,hit
3,fight,11,20,16,,hit
4,fight,0,20,16,,miss
5,fight,9,20,7,,hit
6,fight,0,20,7,,miss
7,fight,0,20,7,,miss
8,fight,13,20,0,,hit
9,end,0,20,0,player,

1,fight,6,20,29,,hit
2,fight,0,20,29,,miss
3,fight,15,12,14,,hit+counter
4,poison,2,10,14,,1 turns left
4,defend,0,10,14,,cleared 1 poison
5,fight,0,10,14,,miss
6,fight,0,10,14,,miss
7,fight,8,10,6,,hit
8,fight,16,10,0,,hit
9,end,0,10,0,player,

1,fight,0,20,35,,miss
2,fight,9,20,26,,hit
3,fight,0,20,26,,miss
4,fight,0,20,26,,miss
5,fight,11,20,15,,hit
6,fight,11,20,4,,hit
7,fight,0,20,4,,miss
8,fight,0,20,4,,miss
9,fight,0,20,4,,miss
10,fight,0,20,4,,miss
11,fight,0,20,4,,miss
12,fight,0,20,4,,miss
13,fight,19,20,0,,hit
14,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,17,11,18,,hit+counter
5,poison,2,9,18,,1 turns left
5,defend,0,9,18,,cleared 1 poison
6,fight,21,9,0,,hit
7,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,14,11,21,,hit+counter
3,fight,20,3,1,,hit+counter
4,poison,2,1,1,,1 turns left
4,defend,0,1,1,,cleared 1 poison
5,fight,11,1,0,,hit
6,end,0,1,0,player,

1,fight,0,20,35,,miss
2,fight,13,16,22,,hit+counter
3,poison,2,14,22,,1 turns left
3,defend,0,14,22,,cleared 1 poison
4,fight,0,14,22,,miss
5,fight,0,14,22,,miss
6,fight,0,14,22,,miss
7,fight,17,9,5,,hit+counter
8,poison,2,7,5,,1 turns left
8,defend,0,7,5,,cleared 1 poison
9,fight,15,7,0,,hit
10,end,0,7,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,13,13,22,,hit+counter
5,poison,2,11,22,,1 turns left
5,defend,0,11,22,,cleared 1 poison
6,fight,0,11,22,,miss
7,fight,7,11,15,,hit
8,fight,15,11,0,,hit
9,end,0,11,0,player,

1,fight,23,15,12,,hit+counter
2,fight,19,15,0,,hit
3,end,0,15,0,player,

1,fight,25,14,10,,hit+counter
2,poison,2,12,10,,1 turns left
2,defend,0,12,10,,cleared 1 poison
3,fight,19,12,0,,hit
4,end,0,12,0,player,

1,fight,15,14,20,,hit+counter
2,poison,2,12,20,,1 turns left
2,defend,0,12,20,,cleared 1 poison
3,fight,23,12,0,,hit
4,end,0,12,0,player,

1,fight,6,20,29,,hit
2,fight,15,12,14,,hit+counter
3,poison,2,10,14,,1 turns left
3,defend,0,10,14,,cleared 1 poison
4,fight,12,10,2,,hit
5,fight,0,10,2,,miss
6,fight,19,10,0,,hit
7,end,0,10,0,player,

1,fight,21,15,14,,hit+counter
2,poison,2,13,14,,1 turns left
2,defend,0,13,14,,cleared 1 poison
3,fight,19,13,0,,hit
4,end,0,13,0,player,

1,fight,14,11,21,,hit+counter
2,fight,0,11,21,,miss
3,fight,20,5,1,,hit+counter
4,fight,0,5,1,,miss
5,fight,0,5,1,,miss
6,fight,24,5,0,,hit
7,end,0,5,0,player,

1,fight,18,14,17,,hit+counter
2,poison,2,12,17,,1 turns left
2,defend,0,12,17,,cleared 1 poison
3,fight,0,12,17,,miss
4,fight,15,5,2,,hit+counter
5,poison,2,3,2,,1 turns left
5,defend,0,3,2,,cleared 1 poison
6,fight,15,3,0,,hit
7,end,0,3,0,player,

1,fight,0,20,35,,miss
2,fight,24,15,11,,hit+counter
3,poison,2,13,11,,1 turns left
3,defend,0,13,11,,cleared 1 poison
4,fight,15,13,0,,hit
5,end,0,13,0,player,

1,fight,18,15,17,,hit+counter
2,poison,2,13,17,,1 turns left
2,defend,0,13,17,,cleared 1 poison
3,fight,21,13,0,,hit
4,end,0,13,0,player,

1,fight,6,20,29,,hit
2,fight,0,20,29,,miss
3,fight,8,20,21,,hit
4,fight,0,20,21,,miss
5,fight,0,20,21,,miss
6,fight,8,20,13,,hit
7,fight,0,20,13,,miss
8,fight,6,20,7,,hit
9,fight,21,20,0,,hit
10,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,24,11,11,,hit+counter
3,fight,0,11,11,,miss
4,fight,22,11,0,,hit
5,end,0,11,0,player,

1,fight,13,14,22,,hit+counter
2,fight,0,14,22,,miss
3,fight,18,6,4,,hit+counter
4,poison,2,4,4,,1 turns left
4,defend,0,4,4,,cleared 1 poison
5,fight,0,4,4,,miss
6,fight,0,4,4,,miss
7,fight,0,4,4,,miss
8,fight,14,4,0,,hit
9,end,0,4,0,player,

1,fight,8,20,27,,hit
2,fight,17,13,10,,hit+counter
3,fight,0,13,10,,miss
4,fight,0,13,10,,miss
5,fight,0,13,10,,miss
6,fight,22,13,0,,hit
7,end,0,13,0,player,

1,fight,0,20,35,,miss
2,fight,10,20,25,,hit
3,fight,7,20,18,,hit
4,fight,0,20,18,,miss
5,fight,0,20,18,,miss
6,fight,22,20,0,,hit
7,end,0,20,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,14,12,21,,hit+counter
5,fight,0,12,21,,miss
6,fight,12,12,9,,hit
7,fight,6,12,3,,hit
8,fight,0,12,3,,miss
9,fight,0,12,3,,miss
10,fight,15,12,0,,hit
11,end,0,12,0,player,

1,fight,15,13,20,,hit+counter
2,fight,19,9,1,,hit+counter
3,fight,0,9,1,,miss
4,fight,23,9,0,,hit
5,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,20,14,15,,hit+counter
6,poison,2,12,15,,1 turns left
6,defend,0,12,15,,cleared 1 poison
7,fight,0,12,15,,miss
8,fight,0,12,15,,miss
9,fight,7,12,8,,hit
10,fight,10,12,0,,hit
11,end,0,12,0,player,

1,fight,19,11,16,,hit+counter
2,poison,2,9,16,,1 turns left
2,defend,0,9,16,,cleared 1 poison
3,fight,19,9,0,,hit
4,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,10,20,25,,hit
3,fight,0,20,25,,miss
4,fight,0,20,25,,miss
5,fight,22,16,3,,hit+counter
6,poison,2,14,3,,1 turns left
6,defend,0,14,3,,cleared 1 poison
7,fight,17,14,0,,hit
8,end,0,14,0,player,

1,fight,23,13,12,,hit+counter
2,poison,2,11,12,,1 turns left
2,defend,0,11,12,,cleared 1 poison
3,fight,13,11,0,,hit
4,end,0,11,0,player,

1,fight,12,20,23,,hit
2,fight,0,20,23,,miss
3,fight,0,20,23,,miss
4,fight,6,20,17,,hit
5,fight,11,20,6,,hit
6,fight,11,20,0,,hit
7,end,0,20,0,player,

1,fight,12,20,23,,hit
2,fight,0,20,23,,miss
3,fight,25,20,0,,hit
4,end,0,20,0,player,

1,fight,14,11,21,,hit+counter
2,poison,2,9,21,,1 turns left
2,defend,0,9,21,,cleared 1 poison
3,fight,0,9,21,,miss
4,fight,0,9,21,,miss
5,fight,23,9,0,,hit
6,end,0,9,0,player,

1,fight,22,15,13,,hit+counter
2,fight,21,15,0,,hit
3,end,0,15,0,player,

1,fight,20,13,15,,hit+counter
2,poison,2,11,15,,1 turns left
2,defend,0,11,15,,cleared 1 poison
3,fight,0,11,15,,miss
4,fight,0,11,15,,miss
5,fight,0,11,15,,miss
6,fight,14,2,1,,hit+counter
7,fight,0,2,1,,miss
8,fight,0,2,1,,miss
9,fight,18,2,0,,hit
10,end,0,2,0,player,

1,fight,15,15,20,,hit+counter
2,poison,2,13,20,,1 turns left
2,defend,0,13,20,,cleared 1 poison
3,fight,0,13,20,,miss
4,fight,0,13,20,,miss
5,fight,0,13,20,,miss
6,fight,0,13,20,,miss
7,fight,10,13,10,,hit
8,fight,0,13,10,,miss
9,fight,0,13,10,,miss
10,fight,15,13,0,,hit
11,end,0,13,0,player,

1,fight,11,20,24,,hit
2,fight,20,15,4,,hit+counter
3,poison,2,13,4,,1 turns left
3,defend,0,13,4,,cleared 1 poison
4,fight,9,13,0,,hit
5,end,0,13,0,player,

1,fight,15,12,20,,hit+counter
2,fight,11,12,9,,hit
3,fight,0,12,9,,miss
4,fight,8,12,1,,hit
5,fight,18,12,0,,hit
6,end,0,12,0,player,

1,fight,22,11,13,,hit+counter
2,poison,2,9,13,,1 turns left
2,defend,0,9,13,,cleared 1 poison
3,fight,0,9,13,,miss
4,fight,0,9,13,,miss
5,fight,0,9,13,,miss
6,fight,0,9,13,,miss
7,fight,18,9,0,,hit
8,end,0,9,0,player,

1,fight,0,20,35,,miss
2,fight,0,20,35,,miss
3,fight,0,20,35,,miss
4,fight,0,20,35,,miss
5,fight,0,20,35,,miss
6,fight,6,20,29,,hit
7,fight,0,20,29,,miss
8,fight,16,16,13,,hit+counter
9,fight,0,16,13,,miss
10,fight,18,16,0,,hit
11,end,0,16,0,player,

1,fight,0,20,35,,miss
2,fight,22,15,13,,hit+counter
3,poison,2,13,13,,1 turns left
3,defend,0,13,13,,cleared 1 poison
4,fight,20,13,0,,hit
5,end,0,13,0,player,

1,fight,12,20,23,,hit
2,fight,0,20,23,,miss
3,fight,6,20,17,,hit
4,fight,12,20,5,,hit
5,fight,0,20,5,,miss
6,fight,0,20,5,,miss
7,fight,8,20,0,,hit
8,end,0,20,0,player,

1,fight,13,12,22,,hit+counter
2,poison,2,10,22,,1 turns left
